Name,Latitude,LatDir,Longitude,LonDir,Code,LatDecimal,LonDecimal,LatDecimal_corrigido,LonDecimal_corrigido
Capinha,4012,N,722,W,CAPIN,40.2,-7.366667,40.2,-7.366667
Caramulo,4034,N,810,W,CRULO,40.566667,-8.166667,40.566667,-8.166667
Carcavelos,3841,N,920,W,CARCA,38.683333,-9.333333,38.683333,-9.333333
Caria,4055,N,735,W,CARIA,40.916667,-7.583333,40.916667,-7.583333
Carrapateira,3711,N,853,W,CARRP,37.183333,-8.883333,37.183333,-8.883333
Carrazeda De Ansiaes,4114,N,718,W,CZEDA,41.233333,-7.3,41.233333,-7.3
Carrazedo De Montenegro,4133,N,725,W,CMONT,41.55,-7.416667,41.55,-7.416667
Carregado,3901,N,858,W,CARRE,39.016667,-8.966667,39.016667,-8.966667
Carregosa,4053,N,824,W,CARGS,40.883333,-8.4,40.883333,-8.4
Carregueira (Chamusca),3925,N,824,W,CARRO,39.416667,-8.4,39.416667,-8.4
Cartaxo,3909,N,847,W,CTAXO,39.15,-8.783333,39.15,-8.783333
Carvalhal,3818,N,844,W,CRVAL,38.3,-8.733333,38.3,-8.733333
Carvalhos,4103,N,834,W,CARVL,41.05,-8.566667,41.05,-8.566667
Carvide,3951,N,853,W,CARVI,39.85,-8.883333,39.85,-8.883333
Carvoeiro,3705,N,828,W,CARVO,37.083333,-8.466667,37.083333,-8.466667
Casa Branca,3829,N,809,W,CASAB,38.483333,-8.15,38.483333,-8.15
Cascais (Voos Locais),3842,N,925,W,CCAIS,38.7,-9.416667,38.7,-9.416667
Cascais Ad,3843,N,921,W,CASC,38.716667,-9.35,38.716667,-9.35
Castanheira De Pera,4000,N,812,W,CPERA,40.0,-8.2,40.0,-8.2
Castelo Branco,3949,N,729,W,CASTB,39.816667,-7.483333,39.816667,-7.483333
Castelo De Paiva,4102,N,816,W,CPAIV,41.033333,-8.266667,41.033333,-8.266667
Castelo De Vide,3924,N,727,W,CVIDE,39.4,-7.45,39.4,-7.45
Castro D’Aire,4053,N,756,W,CAIRE,40.883333,-7.933333,40.883333,-7.933333
Castro Laboreiro,4201,N,809,W,CLABO,42.016667,-8.15,42.016667,-8.15
Castro Verde,3741,N,805,W,CVERD,37.683333,-8.083333,37.683333,-8.083333
Castro Vicente,4122,N,650,W,CVICE,41.366667,-6.833333,41.366667,-6.833333
Celeiro,4134,N,806,W,CLEIR,41.566667,-8.1,41.566667,-8.1
Celorico Da Beira,4038,N,723,W,CEBEI,40.633333,-7.383333,40.633333,-7.383333
Celorico De Basto,4123,N,800,W,CBAST,41.383333,-8.0,41.383333,-8.0
Cercal Do Alentejo,3748,N,840,W,CCALJ,37.8,-8.666667,37.8,-8.666667
Cernache,4008,N,828,W,CERNA,40.133333,-8.466667,40.133333,-8.466667
Cerva (Ribeira De Pena),4128,N,750,W,CERVA,41.466667,-7.833333,41.466667,-7.833333
Chamusca,3921,N,828,W,CHAMU,39.35,-8.466667,39.35,-8.466667
Chanca – Alter Do Chao,3914,N,749,W,CHANC,39.233333,-7.816667,39.233333,-7.816667
Chancelaria,3933,N,833,W,CCLAR,39.55,-8.55,39.55,-8.55
Chaves,4144,N,728,W,CHAVE,41.733333,-7.466667,41.733333,-7.466667
Cinfaes,4104,N,805,W,CINFA,41.066667,-8.083333,41.066667,-8.083333
Coimbra,4012,N,824,W,COIMB,40.2,-8.4,40.2,-8.4
Coina,3835,N,902,W,COINA,38.583333,-9.033333,38.583333,-9.033333
Colares,3848,N,926,W,COLAR,38.8,-9.433333,38.8,-9.433333
Comporta,3825,N,849,W,CPORT,38.416667,-8.816667,38.416667,-8.816667
Conceicao (Ourique),3746,N,814,W,CONCE,37.766667,-8.233333,37.766667,-8.233333
Condeixa-A-Nova,4006,N,829,W,CNOVA,40.1,-8.483333,40.1,-8.483333
Coruche,3857,N,831,W,CORUC,38.95,-8.516667,38.95,-8.516667
Couco,3959,N,817,W,COUCO,39.983333,-8.283333,39.983333,-8.283333
Cova Do Vapor,3839,N,915,W,CVAPO,38.65,-9.25,38.65,-9.25
Covilhã,4016,N,729,W,COVIL,40.266667,-7.483333,40.266667,-7.483333
Covoes,4025,N,836,W,COVOE,40.416667,-8.6,40.416667,-8.6
Crato,3917,N,738,W,CRATO,39.283333,-7.633333,39.283333,-7.633333
Cuba,3810,N,753,W,CUBA,38.166667,-7.883333,38.166667,-7.883333
Doca Do Poco Do Bispo,3844,N,906,W,DPBIS,38.733333,-9.1,38.733333,-9.1
Dois Portos,3902,N,910,W,DPORT,39.033333,-9.166667,39.033333,-9.166667
Elvas,3852,N,709,W,ELVAS,38.866667,-7.15,38.866667,-7.15
Entrocamento,3927,N,828,W,ENTRO,39.45,-8.466667,39.45,-8.466667
Ericeira,3857,N,925,W,ERICE,38.95,-9.416667,38.95,-9.416667
Ermesinde,4112,N,832,W,ERMES,41.2,-8.533333,41.2,-8.533333
Ermidas Do Sado,3800,N,824,W,ESADO,38.0,-8.4,38.0,-8.4
Ervedosa Do Douro,4109,N,728,W,EDOSA,41.15,-7.466667,41.15,-7.466667
Ervidel,3757,N,805,W,ERVID,37.95,-8.083333,37.95,-8.083333
Esmoriz,4057,N,837,W,ESMOR,40.95,-8.616667,40.95,-8.616667
Espichel (Cabo),3825,N,911,W,ESPIO,38.416667,-9.183333,38.416667,-9.183333
Espinho,4100,N,838,W,ESPIN,41.0,-8.633333,41.0,-8.633333
Esposende,4132,N,847,W,ESPOS,41.533333,-8.783333,41.533333,-8.783333
Estadio Nacional,3842,N,915,W,ENACI,38.7,-9.25,38.7,-9.25
Estarreja,4045,N,834,W,ESTAR,40.75,-8.566667,40.75,-8.566667
Estremoz,3850,N,735,W,ESTOZ,38.833333,-7.583333,38.833333,-7.583333
Evora,3834,N,754,W,EVORA,38.566667,-7.9,38.566667,-7.9
Fafe,4127,N,810,W,FAFE,41.45,-8.166667,41.45,-8.166667
Famalicao,4122,N,830,W,FAMAL,41.366667,-8.5,41.366667,-8.5
Faro,3701,N,755,W,FARO,37.016667,-7.916667,37.016667,-7.916667
Fatima,3937,N,840,W,FTIMA,39.616667,-8.666667,39.616667,-8.666667
Felgueiras,4121,N,811,W,FELGR,41.35,-8.183333,41.35,-8.183333
Fermentelos (Pateira),4034,N,831,W,FERNE,40.566667,-8.516667,40.566667,-8.516667
Ferragudo,3706,N,830,W,FGUDO,37.1,-8.5,37.1,-8.5
Ferreira Do Alentejo,3803,N,806,W,FERAL,38.05,-8.1,38.05,-8.1
Ferreira Do Zezere,3941,N,817,W,FEZEZ,39.683333,-8.283333,39.683333,-8.283333
Ferreiras,3707,N,814,W,FERRS,37.116667,-8.233333,37.116667,-8.233333
Figueira Da Foz,4008,N,852,W,FGFOZ,40.133333,-8.866667,40.133333,-8.866667
Figueira De Castelo Rodrigo,4053,N,657,W,FCRDG,40.883333,-6.95,40.883333,-6.95
Figueira De Cavaleiros Aerodromo,3804,N,814,W,FIGCA,38.066667,-8.233333,38.066667,-8.233333
Figueiro Dos Vinhos,3954,N,816,W,FVINH,39.9,-8.266667,39.9,-8.266667
Folgosa,4116,N,832,W,FOLGS,41.266667,-8.533333,41.266667,-8.533333
Fonte Da Telha,3834,N,911,W,FTELH,38.566667,-9.183333,38.566667,-9.183333
Fornos De Algodres,4037,N,732,W,FADRS,40.616667,-7.533333,40.616667,-7.533333
Foros De Amora,3837,N,907,W,FAMOR,38.616667,-9.116667,38.616667,-9.116667
Foros De Arrao,3910,N,814,W,FOROS,39.166667,-8.233333,39.166667,-8.233333
Foz Do Arelho,3925,N,914,W,FOZAR,39.416667,-9.233333,39.416667,-9.233333
Foz Do Douro,4108,N,840,W,FOURO,41.133333,-8.666667,41.133333,-8.666667
Freamunde,4117,N,820,W,FREAM,41.283333,-8.333333,41.283333,-8.333333
Freixeiro,4113,N,841,W,FREXI,41.216667,-8.683333,41.216667,-8.683333
Freixial (Alcacer Do Sal),3825,N,819,W,FXIAL,38.416667,-8.316667,38.416667,-8.316667
Freixianda,3945,N,827,W,FRXDA,39.75,-8.45,39.75,-8.45
Freixo De Espada A Cinta,4105,N,648,W,FREIX,41.083333,-6.8,41.083333,-6.8
Fronteira,3903,N,738,W,FRONT,39.05,-7.633333,39.05,-7.633333
Fundao,4008,N,730,W,FUNDA,40.133333,-7.5,40.133333,-7.5
Furadouro,4052,N,840,W,FURAD,40.866667,-8.666667,40.866667,-8.666667
Fuzeta,3703,N,744,W,FZETA,37.05,-7.733333,37.05,-7.733333
Gaia,4107,N,836,W,GAIA,41.116667,-8.6,41.116667,-8.6
Galveias,3909,N,759,W,GALVE,39.15,-7.983333,39.15,-7.983333
Gandara Dos Olivais,3946,N,849,W,GVAIS,39.766667,-8.816667,39.766667,-8.816667
Garvão,3742,N,820,W,GRVAO,37.7,-8.333333,37.7,-8.333333
Gois,4009,N,806,W,GOIS,40.15,-8.1,40.15,-8.1
Gondifelos,4125,N,835,W,GONDI,41.416667,-8.583333,41.416667,-8.583333
Gondomar,4108,N,832,W,GONDO,41.133333,-8.533333,41.133333,-8.533333
Gouveia,4029,N,735,W,GVEIA,40.483333,-7.583333,40.483333,-7.583333
Grandola,3810,N,834,W,GDOLA,38.166667,-8.566667,38.166667,-8.566667
Guarda,4032,N,716,W,GUARD,40.533333,-7.266667,40.533333,-7.266667
Guimaraes,4126,N,817,W,GUIMA,41.433333,-8.283333,41.433333,-8.283333
Guincho,3843,N,928,W,GUINC,38.716667,-9.466667,38.716667,-9.466667
Herdade Do Montinho,3818,N,812,W,HMONT,38.3,-8.2,38.3,-8.2
Hospital De Gaia – Serra Do Pilar,4107,N,836,W,HOGAI,41.116667,-8.6,41.116667,-8.6
Hospital S. Francisco Xavier – Lisboa,3842,N,913,W,HOSFX,38.7,-9.216667,38.7,-9.216667
Hospital Santa Maria – Lisboa,3844,N,909,W,HOSTM,38.733333,-9.15,38.733333,-9.15
Idanha-A-Nova,3955,N,714,W,INOVA,39.916667,-7.233333,39.916667,-7.233333
Igreja Das Galinheiras,3847,N,908,W,IGALI,38.783333,-9.133333,38.783333,-9.133333
Ilhavo,4035,N,839,W,ILHAV,40.583333,-8.65,40.583333,-8.65
Lagoa,3708,N,827,W,LAGOA,37.133333,-8.45,37.133333,-8.45
Lagoa De Albufeira,3830,N,910,W,LALBF,38.5,-9.166667,38.5,-9.166667
Lagoa De S. Andre,3806,N,847,W,LSTAN,38.1,-8.783333,38.1,-8.783333
Lagos,3705,N,840,W,LAGOS,37.083333,-8.666667,37.083333,-8.666667
Lamarosa (Coruche),3904,N,827,W,LROSA,39.066667,-8.45,39.066667,-8.45
Lamego,4106,N,748,W,LAMEG,41.1,-7.8,41.1,-7.8
Lavadores,4107,N,840,W,LAVAD,41.116667,-8.666667,41.116667,-8.666667
Lavra,4114,N,843,W,LAVRA,41.233333,-8.716667,41.233333,-8.716667
Lavre,3846,N,822,W,LAVRE,38.766667,-8.366667,38.766667,-8.366667
Leca Da Palmeira,4111,N,842,W,LESSA,41.183333,-8.7,41.183333,-8.7
Leca Do Balio,4112,N,838,W,LEBAL,41.2,-8.633333,41.2,-8.633333
Leiria,3944,N,848,W,LEIRI,39.733333,-8.8,39.733333,-8.8
Undoso,4151,N,811,W,LINDO,41.85,-8.183333,41.85,-8.183333
Lisboa Cidade,3843,N,908,W,LSBOA,38.716667,-9.133333,38.716667,-9.133333
Lixa,4119,N,808,W,LIXA,41.316667,-8.133333,41.316667,-8.133333
Longroiva,4057,N,712,W,LONGR,40.95,-7.2,40.95,-7.2
Loriga,4019,N,741,W,LORIG,40.316667,-7.683333,40.316667,-7.683333
Lourical,4000,N,844,W,LOURI,40.0,-8.733333,40.0,-8.733333
Lourinha,3914,N,918,W,LONHA,39.233333,-9.3,39.233333,-9.3
Lourosa,4059,N,832,W,LORSA,40.983333,-8.533333,40.983333,-8.533333
Lousa,4006,N,814,W,LOUSA,40.1,-8.233333,40.1,-8.233333
Lousada,4116,N,817,W,LSADA,41.266667,-8.283333,41.266667,-8.283333
Luso,4023,N,822,W,LUSO,40.383333,-8.366667,40.383333,-8.366667
Macedo De Cavaleiros,4132,N,657,W,MACAV,41.533333,-6.95,41.533333,-6.95
Macieira De Cambra,4051,N,822,W,MCAMB,40.85,-8.366667,40.85,-8.366667
Mafra,3856,N,919,W,MAFRA,38.933333,-9.316667,38.933333,-9.316667
Maia,4114,N,837,W,MAIA,41.233333,-8.616667,41.233333,-8.616667
Malveira,3855,N,915,W,MALVE,38.916667,-9.25,38.916667,-9.25
Mangualde,4036,N,745,W,MANGU,40.6,-7.75,40.6,-7.75
Manteigas,4024,N,732,W,MTGAS,40.4,-7.533333,40.4,-7.533333
Marateca,3834,N,840,W,MTECA,38.566667,-8.666667,38.566667,-8.666667
Marco De Canavezes,4111,N,808,W,MARCO,41.183333,-8.133333,41.183333,-8.133333
Marinha Grande,3945,N,855,W,MGRAN,39.75,-8.916667,39.75,-8.916667
Marmelete,3718,N,840,W,MARME,37.3,-8.666667,37.3,-8.666667
Martinlongo,3726,N,746,W,MLONG,37.433333,-7.766667,37.433333,-7.766667
Marvao,3923,N,722,W,MARVA,39.383333,-7.366667,39.383333,-7.366667
Massarelos,4109,N,837,W,MSRLS,41.15,-8.616667,41.15,-8.616667
Matosinhos,4110,N,841,W,MATOS,41.166667,-8.683333,41.166667,-8.683333
Mealhada,4022,N,827,W,MEALH,40.366667,-8.45,40.366667,-8.45
Meda,4057,N,715,W,MEDA,40.95,-7.25,40.95,-7.25
Meimoa,4013,N,711,W,MEIMO,40.216667,-7.183333,40.216667,-7.183333
Melgaco,4206,N,815,W,MELGA,42.1,-8.25,42.1,-8.25
Melides,3808,N,843,W,MELID,38.133333,-8.716667,38.133333,-8.716667
Mertola,3738,N,739,W,MTOLA,37.633333,-7.65,37.633333,-7.65
Minas De Sao Domingos,3740,N,729,W,MSDOM,37.666667,-7.483333,37.666667,-7.483333
Minde,3930,N,841,W,MINDE,39.5,-8.683333,39.5,-8.683333
Mindelo,4118,N,843,W,MDELO,41.3,-8.716667,41.3,-8.716667
Mira,4025,N,844,W,MIRA,40.416667,-8.733333,40.416667,-8.733333
Mira De Aire,3932,N,842,W,MAIRE,39.533333,-8.7,39.533333,-8.7
Miramar (Arcozelo),4104,N,839,W,MIRAM,41.066667,-8.65,41.066667,-8.65
Miranda Do Corvo,4005,N,819,W,MICOR,40.083333,-8.316667,40.083333,-8.316667
Miranda Do Douro,4129,N,616,W,MIRAN,41.483333,-6.266667,41.483333,-6.266667
Mirandela,4129,N,710,W,MDELA,41.483333,-7.166667,41.483333,-7.166667
Modivas (Vila Do Conde),4117,N,841,W,MODIV,41.283333,-8.683333,41.283333,-8.683333
Mogadouro,4120,N,642,W,MOGAD,41.333333,-6.7,41.333333,-6.7
